setting,dataset,sample_id,candidate,psnr,ssim,vccrp
structure_foreground,kligler,natiCSY03_06,docres_classical040_blend_0.90,29.281269727240073,0.9674035906791687,0.4394192624858066
structure_foreground,kligler,natiCSY04_06,docres_classical040_blend_0.95,27.365196324200305,0.960216760635376,0.39591288126494384
structure_foreground,kligler,natiCSY04_14,docres_classical040_blend_0.95,27.545763075257106,0.9460063576698303,0.41752982650902964
structure_foreground,kligler,natiCSY04_15,docres_classical040_blend_0.95,28.070946599338388,0.9482516050338745,0.3453654377926337
structure_foreground,kligler,natiCSY06_02,docres_classical040_blend_0.95,23.867873666428913,0.9278667569160461,0.41700108426796656
structure_foreground,kligler,natiCSY06_04,docres_classical040_blend_0.80,23.72299074003007,0.9225780963897705,0.5516425351064544
structure_foreground,kligler,natiCSY06_11,docres_deshadow,26.003244631967096,0.941313624382019,0.23648725305569732
structure_foreground,kligler,natiCSY06_12,docres_classical040_blend_0.95,23.48762615165453,0.9286542534828186,0.5748874705115092
structure_foreground,kligler,natiCSY06_14,docres_classical040_blend_0.95,26.126793950200184,0.9367345571517944,0.3003537871743898
structure_foreground,kligler,natiCSY07_08,docres_classical040_blend_0.95,28.759260833287005,0.9695141911506653,0.47984443050998493
structure_foreground,kligler,natiCSY07_13,docres_classical040_blend_0.95,24.750238113673152,0.9663045406341553,0.4833795309425469
structure_foreground_appearance,compound_proxy,000004_jung_005_v00,classical_shadow_0.40,15.655339566709385,0.4562458395957947,0.1467031774232193
structure_foreground_appearance,compound_proxy,000004_jung_005_v01,docres_classical040_blend_0.90,16.81975232327141,0.48715129494667053,0.6228364278017446
structure_foreground_appearance,compound_proxy,000005_jung_006_v00,classical_shadow_0.40,21.963546739754037,0.9600828289985657,0.08335911022300228
structure_foreground_appearance,compound_proxy,000005_jung_006_v01,docres_classical040_blend_0.70,20.248213077392823,0.747131884098053,0.14636236441618128
structure_foreground_appearance,compound_proxy,000013_jung_014_v00,docres_classical040_blend_0.95,16.494341073961177,0.5168617963790894,0.3744159458962065
structure_foreground_appearance,compound_proxy,000013_jung_014_v01,docres_classical040_blend_0.70,16.942845655058253,0.9326483607292175,0.20749578397025237
